hiLocus	iLocus	Species	Protein
HILC-5852	AmelILC-09571	Amel	NP_001011604.2
HILC-5852	Amh3ILC-09472	Amh3	NP_001011604.2
HILC-5853	Am32ILC-09704	Am32	GB50764-PA
HILC-5853	AmelILC-02340	Amel	XP_394373.1
HILC-5853	Amh3ILC-02272	Amh3	XP_394373.1
HILC-5854	Am32ILC-17774	Am32	GB54500-PA
HILC-5854	AmelILC-08538	Amel	XP_394733.2
HILC-5854	Amh3ILC-08406	Amh3	XP_394733.2
HILC-5855	Am32ILC-16352	Am32	GB44345-PA
HILC-5855	AmelILC-07950	Amel	XP_003251225.1
HILC-5855	Amh3ILC-07807	Amh3	XP_003251225.1
HILC-5856	Am32ILC-16807	Am32	GB47877-PA
HILC-5856	AmelILC-08096	Amel	XP_003249082.2
HILC-5856	Amh3ILC-07957	Amh3	XP_003249082.2
HILC-5857	Am32ILC-12800	Am32	GB49545-PA
HILC-5857	AmelILC-04409	Amel	NP_001136128.1
HILC-5857	Amh3ILC-04340	Amh3	NP_001136128.1
HILC-5858	Am32ILC-20822	Am32	GB45312-PA
HILC-5858	AmelILC-16995	Amel	XP_016773013.1
HILC-5858	Amh3ILC-09084	Amh3	XP_026298729.1
HILC-5859	Am32ILC-15052	Am32	GB41470-PA
HILC-5859	AmelILC-06760	Amel	XP_392413.4
HILC-5859	Amh3ILC-06605	Amh3	XP_392413.4
HILC-5860	Am32ILC-07476	Am32	GB41664-PA
HILC-5860	AmelILC-14174	Amel	XP_393116.2
HILC-5860	Amh3ILC-14234	Amh3	XP_393116.2
HILC-5861	Am32ILC-02000	Am32	GB51537-PA
HILC-5861	AmelILC-01777	Amel	XP_394155.4
HILC-5861	Amh3ILC-01559	Amh3	XP_394155.4
HILC-5862	Am32ILC-01264	Am32	GB47441-PA
HILC-5862	AmelILC-01404	Amel	XP_392599.1
HILC-5862	Amh3ILC-01173	Amh3	XP_392599.1
HILC-5863	Am32ILC-04770	Am32	GB45252-PA
HILC-5863	AmelILC-11974	Amel	XP_003250883.1
HILC-5863	Amh3ILC-11856	Amh3	XP_003250883.1
HILC-5864	Am32ILC-04916	Am32	GB43147-PA
HILC-5864	AmelILC-12207	Amel	XP_393468.2
HILC-5864	Amh3ILC-11987	Amh3	XP_393468.2
HILC-5865	Am32ILC-18212	Am32	GB42753-PA
HILC-5865	AmelILC-09411	Amel	XP_001120025.1
HILC-5865	Amh3ILC-09316	Amh3	XP_001120025.2
HILC-5866	Am32ILC-02132	Am32	GB54976-PA
HILC-5866	AmelILC-01950	Amel	XP_624749.3
HILC-5866	Amh3ILC-01796	Amh3	XP_624749.4
HILC-5867	Am32ILC-07434	Am32	GB52689-PA
HILC-5867	AmelILC-14134	Amel	XP_016771561.1
HILC-5867	Amh3ILC-13974	Amh3	XP_016771561.1
HILC-5868	Am32ILC-10633	Am32	GB55643-PA
HILC-5868	AmelILC-02894	Amel	XP_392760.2
HILC-5868	Amh3ILC-02772	Amh3	XP_392760.2
HILC-5869	Am32ILC-10875	Am32	GB43429-PA
HILC-5869	AmelILC-02253	Amel	XP_006559184.1
HILC-5869	Amh3ILC-02199	Amh3	XP_006559184.1
HILC-5870	Am32ILC-08000	Am32	GB54660-PA
HILC-5870	AmelILC-14496	Amel	XP_624435.2
HILC-5870	Amh3ILC-14434	Amh3	XP_624435.2
HILC-5871	Am32ILC-07742	Am32	GB43778-PA
HILC-5871	AmelILC-13629	Amel	XP_393312.1
HILC-5871	Amh3ILC-13565	Amh3	XP_393312.1
HILC-5872	Am32ILC-07199	Am32	GB54186-PA
HILC-5872	AmelILC-13928	Amel	XP_001119914.2
HILC-5872	Amh3ILC-13876	Amh3	XP_001119914.2
HILC-5873	Am32ILC-21266	Am32	GB54564-PA
HILC-5873	AmelILC-17057	Amel	XP_016773029.1
HILC-5873	Amh3ILC-13442	Amh3	XP_026300708.1
HILC-5874	Am32ILC-11162	Am32	GB47047-PA
HILC-5874	AmelILC-03938	Amel	XP_016766564.1
HILC-5874	Amh3ILC-03905	Amh3	XP_016766564.1
HILC-5875	Am32ILC-11567	Am32	GB46881-PA
HILC-5875	AmelILC-03432	Amel	XP_001121988.2
HILC-5875	Amh3ILC-03434	Amh3	XP_006559776.1
HILC-5876	Am32ILC-10564	Am32	GB55617-PA
HILC-5876	AmelILC-02950	Amel	XP_003251295.1
HILC-5876	Amh3ILC-02824	Amh3	XP_006572449.2
HILC-5877	Am32ILC-25894	Am32	GB52888-PA
HILC-5877	AmelILC-16409	Amel	XP_001122855.2
HILC-5877	Amh3ILC-15767	Amh3	XP_001122855.3
HILC-5878	Am32ILC-01944	Am32	GB51565-PA
HILC-5878	AmelILC-01733	Amel	XP_006571427.1
HILC-5878	Amh3ILC-01604	Amh3	XP_006571427.1
HILC-5879	Am32ILC-00105	Am32	GB40798-PA
HILC-5879	AmelILC-00467	Amel	XP_006563273.1
HILC-5879	Amh3ILC-00569	Amh3	XP_006563273.1
HILC-5880	Am32ILC-14502	Am32	GB51213-PA
HILC-5880	AmelILC-06181	Amel	XP_623573.2
HILC-5880	Amh3ILC-06182	Amh3	XP_623573.2
HILC-5881	Am32ILC-12116	Am32	GB42999-PA
HILC-5881	AmelILC-04671	Amel	XP_625012.1
HILC-5881	Amh3ILC-04636	Amh3	XP_625012.1
HILC-5882	Am32ILC-17337	Am32	GB41152-PA
HILC-5882	AmelILC-08180	Amel	XP_016769254.1
HILC-5882	Amh3ILC-08102	Amh3	XP_016769254.1
HILC-5883	Am32ILC-10037	Am32	GB52420-PA
HILC-5883	AmelILC-02628	Amel	XP_003250782.1
HILC-5883	Amh3ILC-02553	Amh3	XP_006565936.1
HILC-5884	Am32ILC-10627	Am32	GB55372-PA
HILC-5884	AmelILC-02900	Amel	XP_395496.2
HILC-5884	Amh3ILC-02778	Amh3	XP_395496.2
HILC-5885	Am32ILC-21284	Am32	GB52514-PA
HILC-5885	AmelILC-17065	Amel	XP_001122178.2
HILC-5885	Amh3ILC-11127	Amh3	XP_001122178.2
HILC-5886	Am32ILC-07388	Am32	GB52782-PA
HILC-5886	AmelILC-14097	Amel	XP_624958.3
HILC-5886	Amh3ILC-14007	Amh3	XP_624958.3
HILC-5887	Am32ILC-05799	Am32	GB49299-PA
HILC-5887	AmelILC-12624	Amel	XP_016771069.1
HILC-5887	Amh3ILC-12614	Amh3	XP_016771069.1
HILC-5888	Am32ILC-10376	Am32	GB55469-PA
HILC-5888	AmelILC-03110	Amel	XP_006568841.1
HILC-5888	Amh3ILC-02983	Amh3	XP_006568841.1
HILC-5889	Am32ILC-02550	Am32	GB53247-PA
HILC-5889	AmelILC-00304	Amel	XP_006562000.1
HILC-5889	Amh3ILC-00306	Amh3	XP_006562000.1
HILC-5890	Am32ILC-05293	Am32	GB55231-PA
HILC-5890	AmelILC-11254	Amel	XP_003249415.1
HILC-5890	Amh3ILC-11071	Amh3	XP_003249415.1
HILC-5891	Am32ILC-02288	Am32	GB53955-PA
HILC-5891	AmelILC-02041	Amel	XP_395017.2
HILC-5891	Amh3ILC-01840	Amh3	XP_395017.2
HILC-5892	Am32ILC-13540	Am32	GB44498-PA
HILC-5892	AmelILC-05669	Amel	XP_624321.2
HILC-5892	Amh3ILC-05729	Amh3	XP_003251089.1
HILC-5893	Am32ILC-17288	Am32	GB51410-PA
HILC-5893	AmelILC-08145	Amel	XP_016769230.1
HILC-5893	Amh3ILC-08003	Amh3	XP_016769230.1
HILC-5894	Am32ILC-12269	Am32	GB44147-PA
HILC-5894	AmelILC-04798	Amel	XP_396588.2
HILC-5894	Amh3ILC-04830	Amh3	XP_396588.2
HILC-5895	Am32ILC-13900	Am32	GB41296-PA
HILC-5895	AmelILC-05961	Amel	NP_001233180.1
HILC-5895	Amh3ILC-05934	Amh3	NP_001233180.1
HILC-5896	Am32ILC-11751	Am32	GB55800-PA
HILC-5896	AmelILC-03551	Amel	XP_394966.1
HILC-5896	Amh3ILC-03642	Amh3	XP_394966.1
HILC-5897	Am32ILC-12230	Am32	GB44077-PA
HILC-5897	AmelILC-04767	Amel	XP_001122056.2
HILC-5897	Amh3ILC-04862	Amh3	XP_001122056.2
HILC-5898	Am32ILC-10392	Am32	GB55465-PA
HILC-5898	AmelILC-03097	Amel	XP_001120965.1
HILC-5898	Amh3ILC-02974	Amh3	XP_001120965.1
HILC-5899	Am32ILC-01987	Am32	GB51543-PA
HILC-5899	AmelILC-01764	Amel	XP_623813.1
HILC-5899	Amh3ILC-01574	Amh3	XP_623813.1
HILC-5900	Am32ILC-06993	Am32	GB49028-PA
HILC-5900	AmelILC-13546	Amel	XP_016771931.1
HILC-5900	Amh3ILC-13488	Amh3	XP_016771931.1
HILC-5901	Am32ILC-10225	Am32	GB49802-PA
HILC-5901	AmelILC-02797	Amel	XP_006568266.1
HILC-5901	Amh3ILC-02675	Amh3	XP_003251201.1
HILC-5902	Am32ILC-04726	Am32	GB44929-PA
HILC-5902	AmelILC-11918	Amel	XP_001122291.2
HILC-5902	Amh3ILC-11809	Amh3	XP_001122291.2
HILC-5903	Am32ILC-16481	Am32	GB48128-PA
HILC-5903	AmelILC-08072	Amel	XP_394665.1
HILC-5903	Amh3ILC-07921	Amh3	XP_394665.1
HILC-5904	Am32ILC-16764	Am32	GB42554-PA
HILC-5904	AmelILC-07493	Amel	XP_003249567.1
HILC-5904	Amh3ILC-07297	Amh3	XP_003249567.2
HILC-5905	Am32ILC-01319	Am32	GB47469-PA
HILC-5905	AmelILC-01359	Amel	XP_006570843.1
HILC-5905	Amh3ILC-01217	Amh3	XP_006570843.1
HILC-5906	Am32ILC-16941	Am32	GB48065-PA
HILC-5906	AmelILC-08985	Amel	XP_016768960.1
HILC-5906	Amh3ILC-08826	Amh3	XP_016768959.1
HILC-5907	Am32ILC-05829	Am32	GB52027-PA
HILC-5907	AmelILC-12769	Amel	XP_006566916.1
HILC-5907	Amh3ILC-12752	Amh3	XP_003250961.2
HILC-5908	Am32ILC-24696	Am32	GB54299-PA
HILC-5908	AmelILC-16203	Amel	XP_001120724.4
HILC-5908	Amh3ILC-06210	Amh3	XP_006557594.2
HILC-5909	Am32ILC-13774	Am32	GB47837-PA
HILC-5909	AmelILC-05897	Amel	XP_624266.2
HILC-5909	Amh3ILC-05856	Amh3	XP_006569550.1
HILC-5910	Am32ILC-08668	Am32	GB50000-PA
HILC-5910	AmelILC-15056	Amel	XP_001122227.1
HILC-5910	Amh3ILC-14963	Amh3	XP_001122227.1
HILC-5911	Am32ILC-14158	Am32	GB45740-PA
HILC-5911	AmelILC-06044	Amel	XP_001122727.1
HILC-5911	Amh3ILC-06102	Amh3	XP_001122727.1
HILC-5912	Am32ILC-18476	Am32	GB42638-PA
HILC-5912	AmelILC-09652	Amel	XP_006561817.1
HILC-5912	Amh3ILC-09558	Amh3	XP_006561817.2
HILC-5913	Am32ILC-15960	Am32	GB49221-PA
HILC-5913	AmelILC-07605	Amel	XP_001120920.1
HILC-5913	Amh3ILC-07428	Amh3	XP_001120920.1
HILC-5914	Am32ILC-04796	Am32	GB45263-PA
HILC-5914	AmelILC-12000	Amel	XP_392764.1
HILC-5914	Amh3ILC-11881	Amh3	XP_392764.1
HILC-5915	Am32ILC-17671	Am32	GB40558-PA
HILC-5915	AmelILC-08452	Amel	XP_006559710.1
HILC-5915	Amh3ILC-08307	Amh3	XP_006559710.1
HILC-5916	Am32ILC-05806	Am32	GB49417-PA
HILC-5916	AmelILC-12616	Amel	XP_001123319.2
HILC-5916	Amh3ILC-12622	Amh3	XP_001123319.2
HILC-5917	Am32ILC-07554	Am32	GB41635-PA
HILC-5917	AmelILC-14235	Amel	XP_016771864.1
HILC-5917	Amh3ILC-14170	Amh3	XP_016771864.1
HILC-5918	Am32ILC-02490	Am32	GB53221-PA
HILC-5918	AmelILC-00348	Amel	XP_006561977.1
HILC-5918	Amh3ILC-00266	Amh3	XP_006561977.1
HILC-5919	Am32ILC-07162	Am32	GB54129-PA
HILC-5919	AmelILC-13953	Amel	XP_016771717.1
HILC-5919	Amh3ILC-13906	Amh3	XP_016771717.1
HILC-5920	Am32ILC-17434	Am32	GB40434-PA
HILC-5920	AmelILC-08273	Amel	XP_393573.1
HILC-5920	Amh3ILC-08134	Amh3	XP_393573.1
HILC-5921	Am32ILC-13745	Am32	GB44704-PA
HILC-5921	AmelILC-05846	Amel	XP_395902.2
HILC-5921	Amh3ILC-05564	Amh3	XP_395902.2
HILC-5922	Am32ILC-02360	Am32	GB53978-PA
HILC-5922	AmelILC-01981	Amel	XP_016773440.1
HILC-5922	Amh3ILC-01898	Amh3	XP_016773440.1
HILC-5923	Am32ILC-04907	Am32	GB43176-PA
HILC-5923	AmelILC-12215	Amel	XP_016770715.1
HILC-5923	Amh3ILC-11979	Amh3	XP_006570355.1
HILC-5924	Am32ILC-08773	Am32	GB50268-PA
HILC-5924	AmelILC-15150	Amel	XP_623480.1
HILC-5924	Amh3ILC-15047	Amh3	XP_623480.1
HILC-5925	Am32ILC-03687	Am32	GB50885-PA
HILC-5925	AmelILC-10547	Amel	XP_393146.1
HILC-5925	Amh3ILC-10682	Amh3	XP_393146.1
HILC-5926	Am32ILC-13903	Am32	GB41362-PA
HILC-5926	AmelILC-05958	Amel	XP_397127.4
HILC-5926	Amh3ILC-05931	Amh3	XP_397127.5
HILC-5927	Am32ILC-12209	Am32	GB44085-PA
HILC-5927	AmelILC-04749	Amel	XP_016767114.1
HILC-5927	Amh3ILC-04879	Amh3	XP_016767114.1
HILC-5928	Am32ILC-09591	Am32	GB45956-PA
HILC-5928	AmelILC-15694	Amel	XP_001120412.2
HILC-5928	Amh3ILC-15617	Amh3	XP_001120412.2
HILC-5929	Am32ILC-12841	Am32	GB49598-PA
HILC-5929	AmelILC-04360	Amel	XP_006560666.1
HILC-5929	Amh3ILC-04382	Amh3	XP_006560666.1
HILC-5930	Am32ILC-05055	Am32	GB43232-PA
HILC-5930	AmelILC-12099	Amel	XP_393764.2
HILC-5930	Amh3ILC-12096	Amh3	XP_393764.2
HILC-5931	Am32ILC-09012	Am32	GB54433-PA
HILC-5931	AmelILC-14457	Amel	XP_006559251.1
HILC-5931	Amh3ILC-14391	Amh3	XP_006559251.1
HILC-5932	Am32ILC-09816	Am32	GB50831-PA
HILC-5932	AmelILC-02409	Amel	XP_016773517.1
HILC-5932	Amh3ILC-02335	Amh3	XP_016773517.2
HILC-5933	Am32ILC-01200	Am32	GB55296-PA
HILC-5933	AmelILC-01224	Amel	XP_001121977.2
HILC-5933	Amh3ILC-01155	Amh3	XP_001121977.2
HILC-5934	Am32ILC-02650	Am32	GB40949-PA
HILC-5934	AmelILC-00419	Amel	XP_006562826.1
HILC-5934	Amh3ILC-00406	Amh3	XP_006562826.1
HILC-5935	Am32ILC-02888	Am32	GB40589-PA
HILC-5935	AmelILC-10205	Amel	XP_006562106.1
HILC-5935	Amh3ILC-10122	Amh3	XP_006562107.1
HILC-5936	Am32ILC-17519	Am32	GB40399-PA
HILC-5936	AmelILC-08333	Amel	XP_006559575.1
HILC-5936	Amh3ILC-08193	Amh3	XP_624934.1
HILC-5937	Am32ILC-01811	Am32	GB45493-PA
HILC-5937	AmelILC-01615	Amel	XP_006571336.1
HILC-5937	Amh3ILC-01496	Amh3	XP_006571336.1
HILC-5938	Am32ILC-08931	Am32	GB46215-PA
HILC-5938	AmelILC-14388	Amel	XP_625108.2
HILC-5938	Amh3ILC-14323	Amh3	XP_625108.2
HILC-5939	Am32ILC-13359	Am32	GB48681-PA
HILC-5939	AmelILC-05467	Amel	XP_006564844.1
HILC-5939	Amh3ILC-05524	Amh3	XP_006564845.1
HILC-5940	Am32ILC-11447	Am32	GB49115-PA
HILC-5940	AmelILC-03323	Amel	XP_394877.3
HILC-5940	Amh3ILC-03358	Amh3	XP_006558479.1
HILC-5941	Am32ILC-10568	Am32	GB55393-PA
HILC-5941	AmelILC-02948	Amel	XP_624591.1
HILC-5941	Amh3ILC-02822	Amh3	XP_624591.1
HILC-5942	Am32ILC-18486	Am32	GB42852-PA
HILC-5942	AmelILC-09659	Amel	XP_006561811.1
HILC-5942	Amh3ILC-09564	Amh3	XP_006561811.1
HILC-5943	Am32ILC-05531	Am32	GB40686-PA
HILC-5943	AmelILC-12553	Amel	XP_623821.1
HILC-5943	Amh3ILC-12405	Amh3	XP_623821.1
HILC-5944	Am32ILC-16411	Am32	GB44294-PA
HILC-5944	AmelILC-07899	Amel	XP_006568401.1
HILC-5944	Amh3ILC-07760	Amh3	XP_026297728.1
HILC-5945	Am32ILC-20298	Am32	GB53881-PA
HILC-5945	AmelILC-16863	Amel	NP_001229396.1
HILC-5945	Amh3ILC-05100	Amh3	NP_001229396.1
HILC-5946	Am32ILC-12316	Am32	GB44170-PA
HILC-5946	AmelILC-04835	Amel	XP_001120545.2
HILC-5946	Amh3ILC-04792	Amh3	XP_006567274.1
HILC-5947	Am32ILC-10460	Am32	GB55581-PA
HILC-5947	AmelILC-03039	Amel	XP_396615.2
HILC-5947	Amh3ILC-02913	Amh3	XP_396615.2
HILC-5948	Am32ILC-20780	Am32	GB43034-PA
HILC-5948	AmelILC-16990	Amel	XP_016773012.1
HILC-5948	Amh3ILC-03182	Amh3	XP_026295296.1
HILC-5949	Am32ILC-08045	Am32	GB52911-PA
HILC-5949	AmelILC-14533	Amel	XP_624453.1
HILC-5949	Amh3ILC-14470	Amh3	XP_624453.1
HILC-5950	Am32ILC-08286	Am32	GB50520-PA
HILC-5950	AmelILC-14722	Amel	XP_006561079.1
HILC-5950	Amh3ILC-14658	Amh3	XP_006561079.1
HILC-5951	Am32ILC-15766	Am32	GB55692-PA
HILC-5951	AmelILC-07285	Amel	XP_016768322.1
HILC-5951	Amh3ILC-07116	Amh3	XP_006571055.1
HILC-5952	Am32ILC-06488	Am32	GB54761-PA
HILC-5952	AmelILC-12935	Amel	XP_006557935.1
HILC-5952	Amh3ILC-12899	Amh3	XP_026300353.1
HILC-5953	Am32ILC-05152	Am32	GB43990-PA
HILC-5953	AmelILC-11109	Amel	XP_393856.2
HILC-5953	Amh3ILC-10899	Amh3	XP_393856.2
HILC-5954	Am32ILC-00266	Am32	GB40723-PA
HILC-5954	AmelILC-00600	Amel	XP_395652.1
HILC-5954	Amh3ILC-00434	Amh3	XP_395652.1
HILC-5955	Am32ILC-01049	Am32	GB46437-PA
HILC-5955	AmelILC-01126	Amel	XP_624816.1
HILC-5955	Amh3ILC-01004	Amh3	XP_624816.1
HILC-5956	Am32ILC-13439	Am32	GB44574-PA
HILC-5956	AmelILC-05596	Amel	XP_006567707.1
HILC-5956	Amh3ILC-05805	Amh3	XP_006567707.1
HILC-5957	Am32ILC-06817	Am32	GB40120-PA
HILC-5957	AmelILC-13205	Amel	XP_001122369.1
HILC-5957	Amh3ILC-13197	Amh3	XP_001122369.1
HILC-5958	Am32ILC-17155	Am32	GB51732-PA
HILC-5958	AmelILC-09154	Amel	XP_016769089.1
HILC-5958	Amh3ILC-08958	Amh3	XP_016769089.1
HILC-5959	Am32ILC-15099	Am32	GB41492-PA
HILC-5959	AmelILC-06719	Amel	XP_624220.2
HILC-5959	Amh3ILC-06567	Amh3	XP_624220.2
HILC-5960	Am32ILC-01932	Am32	GB51571-PA
HILC-5960	AmelILC-01723	Amel	XP_001121501.2
HILC-5960	Amh3ILC-01611	Amh3	XP_006571419.1
HILC-5961	Am32ILC-16842	Am32	GB52833-PA
HILC-5961	AmelILC-08919	Amel	XP_016769304.1
HILC-5961	Amh3ILC-08768	Amh3	XP_026298209.1
HILC-5962	Am32ILC-16276	Am32	GB42490-PA
HILC-5962	AmelILC-07793	Amel	XP_006565551.2
HILC-5962	Amh3ILC-07708	Amh3	XP_016768628.1
HILC-5963	Am32ILC-10837	Am32	GB43444-PA
HILC-5963	AmelILC-02292	Amel	XP_006559151.1
HILC-5963	Amh3ILC-02232	Amh3	XP_006559151.1
HILC-5964	Am32ILC-18752	Am32	GB53348-PA
HILC-5964	AmelILC-09884	Amel	XP_003251064.1
HILC-5964	Amh3ILC-09842	Amh3	XP_003251064.1
HILC-5965	Am32ILC-08364	Am32	GB47928-PA
HILC-5965	AmelILC-14781	Amel	NP_001161181.1
HILC-5965	Amh3ILC-08342	Amh3	NP_001161181.1
HILC-5966	Am32ILC-04701	Am32	GB44938-PA
HILC-5966	AmelILC-11894	Amel	XP_006566642.1
HILC-5966	Amh3ILC-11784	Amh3	XP_006566642.1
HILC-5967	Am32ILC-07806	Am32	GB42282-PA
HILC-5967	AmelILC-13657	Amel	XP_006560067.1
HILC-5967	Amh3ILC-13603	Amh3	XP_026300819.1
HILC-5968	Am32ILC-11648	Am32	GB46958-PA
HILC-5968	AmelILC-03472	Amel	XP_016767006.1
HILC-5968	Amh3ILC-03398	Amh3	XP_016767007.1
HILC-5969	Am32ILC-10324	Am32	GB55529-PA
HILC-5969	AmelILC-03164	Amel	XP_003251320.1
HILC-5969	Amh3ILC-03036	Amh3	XP_003251320.1
HILC-5970	Am32ILC-13472	Am32	GB44586-PA
HILC-5970	AmelILC-05623	Amel	XP_003251076.1
HILC-5970	Amh3ILC-05782	Amh3	XP_003251076.1
HILC-5971	Am32ILC-00939	Am32	GB44725-PA
HILC-5971	AmelILC-01017	Amel	XP_625277.1
HILC-5971	Amh3ILC-00862	Amh3	XP_625277.1
HILC-5972	Am32ILC-17570	Am32	GB40514-PA
HILC-5972	AmelILC-08369	Amel	XP_006559627.1
HILC-5972	Amh3ILC-08229	Amh3	XP_006559627.1
HILC-5973	Am32ILC-18773	Am32	GB53410-PA
HILC-5973	AmelILC-09903	Amel	NP_001127843.1
HILC-5973	Amh3ILC-09826	Amh3	NP_001127843.1
HILC-5974	Am32ILC-16933	Am32	GB48063-PA
HILC-5974	AmelILC-08980	Amel	XP_006568120.1
HILC-5974	Amh3ILC-08822	Amh3	XP_006568120.1
HILC-5975	Am32ILC-10505	Am32	GB55420-PA
HILC-5975	AmelILC-03003	Amel	XP_016766273.1
HILC-5975	Amh3ILC-02878	Amh3	XP_003251284.1
HILC-5976	Am32ILC-17677	Am32	GB40560-PA
HILC-5976	AmelILC-08459	Amel	XP_397061.1
HILC-5976	Amh3ILC-08313	Amh3	XP_397061.1
HILC-5977	Am32ILC-07553	Am32	GB41711-PA
HILC-5977	AmelILC-14234	Amel	XP_392037.1
HILC-5977	Amh3ILC-14171	Amh3	XP_392037.1
HILC-5978	Am32ILC-14780	Am32	GB46057-PA
HILC-5978	AmelILC-06484	Amel	NP_001104182.1
HILC-5978	Amh3ILC-06729	Amh3	NP_001104182.1
HILC-5979	Am32ILC-03342	Am32	GB51014-PA
HILC-5979	AmelILC-10843	Amel	XP_624640.1
HILC-5979	Amh3ILC-13730	Amh3	XP_624640.1
HILC-5980	Am32ILC-02865	Am32	GB43368-PA
HILC-5980	AmelILC-10198	Amel	XP_003250005.1
HILC-5980	Amh3ILC-10107	Amh3	XP_003250005.2
HILC-5981	Am32ILC-05986	Am32	GB52103-PA
HILC-5981	AmelILC-12881	Amel	XP_003250969.2
HILC-5981	Amh3ILC-12656	Amh3	XP_003250969.2
HILC-5982	Am32ILC-03768	Am32	GB48797-PA
HILC-5982	AmelILC-10888	Amel	XP_016769995.1
HILC-5982	Amh3ILC-10733	Amh3	XP_016769995.1
HILC-5983	Am32ILC-16544	Am32	GB48104-PA
HILC-5983	AmelILC-08014	Amel	XP_001121924.1
HILC-5983	Amh3ILC-07864	Amh3	XP_001121924.1
HILC-5984	Am32ILC-06297	Am32	GB47805-PA
HILC-5984	AmelILC-13368	Amel	XP_006564106.1
HILC-5984	Amh3ILC-13292	Amh3	XP_006564106.1
HILC-5985	Am32ILC-18343	Am32	GB42697-PA
HILC-5985	AmelILC-09530	Amel	XP_393103.2
HILC-5985	Amh3ILC-09433	Amh3	XP_393103.2
HILC-5986	Am32ILC-08203	Am32	GB50552-PA
HILC-5986	AmelILC-14647	Amel	XP_625067.1
HILC-5986	Amh3ILC-14589	Amh3	XP_625067.1
HILC-5987	Am32ILC-12304	Am32	GB44054-PA
HILC-5987	AmelILC-04823	Amel	XP_395538.2
HILC-5987	Amh3ILC-04804	Amh3	XP_395538.2
HILC-5988	Am32ILC-00469	Am32	GB43016-PA
HILC-5988	AmelILC-00738	Amel	XP_006568004.1
HILC-5988	Amh3ILC-00681	Amh3	XP_006568004.1
HILC-5989	Am32ILC-07303	Am32	GB52735-PA
HILC-5989	AmelILC-14030	Amel	XP_006564891.1
HILC-5989	Amh3ILC-14068	Amh3	XP_006564890.1
HILC-5990	Am32ILC-09819	Am32	GB50833-PA
HILC-5990	AmelILC-02412	Amel	XP_001121279.1
HILC-5990	Amh3ILC-02338	Amh3	XP_001121279.1
HILC-5991	Am32ILC-07436	Am32	GB52803-PA
HILC-5991	AmelILC-14136	Amel	XP_001119883.1
HILC-5991	Amh3ILC-13972	Amh3	XP_001119883.1
HILC-5992	Am32ILC-03169	Am32	GB54266-PA
HILC-5992	AmelILC-10423	Amel	XP_395824.1
HILC-5992	Amh3ILC-10365	Amh3	XP_395824.1
HILC-5993	Am32ILC-10414	Am32	GB55452-PA
HILC-5993	AmelILC-03079	Amel	NP_001107670.1
HILC-5993	Amh3ILC-02955	Amh3	NP_001107670.1
HILC-5994	Am32ILC-11007	Am32	GB53819-PA
HILC-5994	AmelILC-03820	Amel	XP_003250933.1
HILC-5994	Amh3ILC-03793	Amh3	XP_003250933.1
HILC-5995	Am32ILC-08424	Am32	GB50136-PA
HILC-5995	AmelILC-14830	Amel	XP_393165.3
HILC-5995	Amh3ILC-14747	Amh3	XP_393165.3
HILC-5996	Am32ILC-12831	Am32	GB49594-PA
HILC-5996	AmelILC-04368	Amel	XP_006560665.1
HILC-5996	Amh3ILC-04376	Amh3	XP_026296191.1
HILC-5997	Am32ILC-11993	Am32	GB53649-PA
HILC-5997	AmelILC-03763	Amel	XP_016766916.1
HILC-5997	Amh3ILC-03734	Amh3	XP_016766916.1
HILC-5998	Am32ILC-07001	Am32	GB49024-PA
HILC-5998	AmelILC-13538	Amel	XP_016771850.1
HILC-5998	Amh3ILC-13480	Amh3	XP_016771850.1
HILC-5999	Am32ILC-08722	Am32	GB50252-PA
HILC-5999	AmelILC-15108	Amel	XP_006563703.1
HILC-5999	Amh3ILC-15006	Amh3	XP_006563703.1
HILC-6000	Am32ILC-10929	Am32	GB45911-PA
HILC-6000	AmelILC-02304	Amel	XP_003249689.1
HILC-6000	Amh3ILC-02245	Amh3	XP_003249689.1
HILC-6001	Am32ILC-18478	Am32	GB42637-PA
HILC-6001	AmelILC-09653	Amel	XP_003249929.1
HILC-6001	Amh3ILC-09559	Amh3	XP_003249929.1
HILC-6002	Am32ILC-18611	Am32	GB42896-PA
HILC-6002	AmelILC-09757	Amel	XP_016769573.1
HILC-6002	Amh3ILC-09670	Amh3	XP_016769573.1
HILC-6003	Am32ILC-03384	Am32	GB51046-PA
HILC-6003	AmelILC-10807	Amel	XP_393701.1
HILC-6003	Amh3ILC-10433	Amh3	XP_393701.1
HILC-6004	Am32ILC-15643	Am32	GB45449-PA
HILC-6004	AmelILC-07159	Amel	XP_624541.1
HILC-6004	Amh3ILC-06990	Amh3	XP_624541.1
HILC-6005	Am32ILC-11614	Am32	GB46945-PA
HILC-6005	AmelILC-03455	Amel	XP_394440.3
HILC-6005	Amh3ILC-03413	Amh3	XP_394440.3
HILC-6006	Am32ILC-05791	Am32	GB49305-PA
HILC-6006	AmelILC-12632	Amel	XP_625084.1
HILC-6006	Amh3ILC-12607	Amh3	XP_625084.1
HILC-6007	Am32ILC-11658	Am32	GB46962-PA
HILC-6007	AmelILC-03477	Amel	XP_006559826.1
HILC-6007	Amh3ILC-03394	Amh3	XP_624305.2
HILC-6008	Am32ILC-16245	Am32	GB42431-PA
HILC-6008	AmelILC-07818	Amel	XP_006565501.1
