hiLocus	iLocus	Species	Protein
HILC-1789	BterILC-13721	Bter	XP_003402655.1
HILC-1789	CfloILC-20688	Cflo	XP_011262917.1
HILC-1789	HsalILC-19792	Hsal	XP_011147927.1
HILC-1789	PcanILC-09431	Pcan	XP_014608076.1
HILC-1789	PdomILC-08484	Pdom	XP_015180112.1
HILC-1789	NvitILC-00677	Nvit	XP_008212951.1
HILC-1790	Amh3ILC-11437	Amh3	XP_006564483.1
HILC-1790	BterILC-08291	Bter	XP_003399016.1
HILC-1790	CfloILC-10158	Cflo	XP_011254580.1
HILC-1790	HsalILC-18522	Hsal	XP_019698924.1
HILC-1790	PcanILC-03013	Pcan	XP_014598029.1
HILC-1790	PdomILC-02037	Pdom	XP_015191187.1
HILC-1790	NvitILC-23372	Nvit	XP_008217186.1
HILC-1791	Amh3ILC-09451	Amh3	XP_001120059.3
HILC-1791	BterILC-06866	Bter	XP_003398015.2
HILC-1791	CfloILC-23431	Cflo	XP_011265127.1
HILC-1791	HsalILC-23367	Hsal	XP_011150935.1
HILC-1791	PcanILC-10033	Pcan	XP_014608975.1
HILC-1791	PdomILC-09086	Pdom	XP_015181114.1
HILC-1791	NvitILC-02643	Nvit	XP_001606730.1
HILC-1792	Amh3ILC-13991	Amh3	XP_397233.2
HILC-1792	BterILC-10387	Bter	XP_003400678.1
HILC-1792	CfloILC-22406	Cflo	XP_011264240.1
HILC-1792	HsalILC-22197	Hsal	XP_011150021.1
HILC-1792	PcanILC-06664	Pcan	XP_014603916.1
HILC-1792	PdomILC-08202	Pdom	XP_015179781.1
HILC-1792	NvitILC-03813	Nvit	XP_016838570.1
HILC-1793	Amh3ILC-02808	Amh3	XP_623132.1
HILC-1793	BterILC-01289	Bter	XP_003393778.1
HILC-1793	CfloILC-07331	Cflo	XP_011252223.1
HILC-1793	HsalILC-09081	Hsal	XP_011138489.1
HILC-1793	PcanILC-13495	Pcan	XP_014613594.1
HILC-1793	PdomILC-00106	Pdom	XP_015174102.1
HILC-1793	NvitILC-01421	Nvit	XP_001602038.1
HILC-1794	Amh3ILC-14664	Amh3	XP_006561087.1
HILC-1794	BterILC-11669	Bter	XP_012172353.1
HILC-1794	CfloILC-05427	Cflo	XP_011250775.1
HILC-1794	HsalILC-16108	Hsal	XP_019698440.1
HILC-1794	PcanILC-07006	Pcan	XP_014604462.1
HILC-1794	PdomILC-08003	Pdom	XP_015179474.1
HILC-1794	NvitILC-13369	Nvit	XP_003425368.1
HILC-1795	Amh3ILC-08965	Amh3	XP_624339.2
HILC-1795	BterILC-02096	Bter	XP_003394421.1
HILC-1795	CfloILC-09889	Cflo	XP_011254367.1
HILC-1795	HsalILC-01121	Hsal	XP_011140231.1
HILC-1795	PcanILC-08622	Pcan	XP_014606816.1
HILC-1795	PdomILC-08489	Pdom	XP_015179991.1
HILC-1795	NvitILC-00527	Nvit	XP_001607594.1
HILC-1796	Amh3ILC-05972	Amh3	XP_003251471.2
HILC-1796	BterILC-02179	Bter	XP_003394482.1
HILC-1796	CfloILC-26795	Cflo	XP_011267541.1
HILC-1796	HsalILC-21173	Hsal	XP_011149134.1
HILC-1796	PcanILC-11801	Pcan	XP_014611329.1
HILC-1796	PdomILC-08467	Pdom	XP_015180193.1
HILC-1796	NvitILC-05839	Nvit	NP_001129999.1
HILC-1797	Amh3ILC-11466	Amh3	XP_625206.1
HILC-1797	BterILC-08379	Bter	XP_012169056.1
HILC-1797	CfloILC-01689	Cflo	XP_011259865.1
HILC-1797	HsalILC-02306	Hsal	XP_011149124.1
HILC-1797	PcanILC-07769	Pcan	XP_014605521.1
HILC-1797	PdomILC-01466	Pdom	XP_015190018.1
HILC-1797	NvitILC-00444	Nvit	XP_001607882.1
HILC-1798	Amh3ILC-00815	Amh3	XP_006568657.1
HILC-1798	BterILC-13609	Bter	XP_003402586.1
HILC-1798	CfloILC-16688	Cflo	XP_011260009.1
HILC-1798	HsalILC-09899	Hsal	XP_011139225.1
HILC-1798	PcanILC-04668	Pcan	XP_014600808.1
HILC-1798	PdomILC-02889	Pdom	XP_015171751.1
HILC-1798	NvitILC-04512	Nvit	XP_008212767.1
HILC-1799	Amh3ILC-02076	Amh3	XP_393287.2
HILC-1799	BterILC-12652	Bter	XP_003402243.1
HILC-1799	CfloILC-07794	Cflo	XP_011252682.1
HILC-1799	HsalILC-25322	Hsal	XP_011152382.1
HILC-1799	PcanILC-03287	Pcan	XP_014598474.1
HILC-1799	PdomILC-01007	Pdom	XP_015183539.1
HILC-1799	NvitILC-24603	Nvit	NP_001165785.1
HILC-1800	Amh3ILC-14338	Amh3	XP_026301354.1
HILC-1800	BterILC-11302	Bter	XP_012172704.1
HILC-1800	CfloILC-19253	Cflo	XP_011261883.1
HILC-1800	HsalILC-19331	Hsal	XP_011147512.1
HILC-1800	PcanILC-09748	Pcan	XP_014608597.1
HILC-1800	PdomILC-05573	Pdom	XP_015175606.1
HILC-1800	NvitILC-24073	Nvit	XP_016845195.1
HILC-1801	Amh3ILC-03424	Amh3	XP_006559788.2
HILC-1801	BterILC-02190	Bter	XP_003394477.1
HILC-1801	CfloILC-24136	Cflo	XP_011265678.1
HILC-1801	HsalILC-03827	Hsal	XP_011154576.1
HILC-1801	PcanILC-02742	Pcan	XP_014616957.1
HILC-1801	PdomILC-06811	Pdom	XP_015177649.1
HILC-1801	NvitILC-13427	Nvit	XP_008202235.1
HILC-1802	Amh3ILC-10242	Amh3	XP_391852.2
HILC-1802	BterILC-07612	Bter	XP_003398356.1
HILC-1802	CfloILC-02116	Cflo	XP_011262939.1
HILC-1802	HsalILC-16893	Hsal	XP_011145409.1
HILC-1802	PcanILC-12256	Pcan	XP_014611933.1
HILC-1802	PdomILC-12711	Pdom	XP_015186438.1
HILC-1802	NvitILC-10223	Nvit	XP_008207019.1
HILC-1803	Amh3ILC-14416	Amh3	XP_026301223.1
HILC-1803	BterILC-11242	Bter	XP_003401518.1
HILC-1803	CfloILC-19240	Cflo	XP_019884144.1
HILC-1803	HsalILC-13113	Hsal	XP_011142123.1
HILC-1803	PcanILC-08101	Pcan	XP_014606059.1
HILC-1803	PdomILC-03819	Pdom	XP_015172957.1
HILC-1803	NvitILC-07722	Nvit	XP_001605411.1
HILC-1804	Amh3ILC-09920	Amh3	XP_001122972.1
HILC-1804	BterILC-07306	Bter	XP_003398351.1
HILC-1804	CfloILC-04158	Cflo	XP_011269458.1
HILC-1804	HsalILC-04696	Hsal	XP_011134857.1
HILC-1804	PcanILC-03701	Pcan	XP_014599138.1
HILC-1804	PdomILC-06326	Pdom	XP_015176952.1
HILC-1804	NvitILC-08169	Nvit	XP_001599050.1
HILC-1805	Amh3ILC-03585	Amh3	XP_394425.2
HILC-1805	BterILC-01863	Bter	XP_003394230.2
HILC-1805	CfloILC-17302	Cflo	XP_011260539.1
HILC-1805	HsalILC-09753	Hsal	XP_011139139.1
HILC-1805	PcanILC-07452	Pcan	XP_014605053.1
HILC-1805	PdomILC-06524	Pdom	XP_015177163.1
HILC-1805	NvitILC-22541	Nvit	XP_008213797.1
HILC-1806	Amh3ILC-03005	Amh3	XP_016773638.2
HILC-1806	BterILC-01195	Bter	XP_012173301.1
HILC-1806	CfloILC-16998	Cflo	XP_011260235.1
HILC-1806	HsalILC-22512	Hsal	XP_011150369.1
HILC-1806	PcanILC-07052	Pcan	XP_014604375.1
HILC-1806	PdomILC-13238	Pdom	XP_015187320.1
HILC-1806	NvitILC-07270	Nvit	XP_008210686.1
HILC-1807	Amh3ILC-09006	Amh3	XP_396646.1
HILC-1807	BterILC-06960	Bter	XP_003397994.1
HILC-1807	CfloILC-22288	Cflo	XP_011264105.1
HILC-1807	HsalILC-11040	Hsal	XP_011140308.1
HILC-1807	PcanILC-04771	Pcan	XP_014601000.1
HILC-1807	PdomILC-05070	Pdom	XP_015175120.1
HILC-1807	NvitILC-04031	Nvit	XP_001604171.1
HILC-1808	Amh3ILC-13766	Amh3	XP_026300991.1
HILC-1808	BterILC-00665	Bter	XP_012167824.1
HILC-1808	CfloILC-25818	Cflo	XP_011266939.1
HILC-1808	HsalILC-20055	Hsal	XP_011148154.1
HILC-1808	PcanILC-00695	Pcan	XP_014603439.1
HILC-1808	PdomILC-02778	Pdom	XP_015171146.1
HILC-1808	NvitILC-11337	Nvit	NP_001166224.1
HILC-1809	Amh3ILC-08514	Amh3	XP_624141.3
HILC-1809	BterILC-14955	Bter	XP_012175099.1
HILC-1809	CfloILC-03141	Cflo	XP_011268450.1
HILC-1809	HsalILC-26169	Hsal	XP_011153088.1
HILC-1809	PcanILC-08840	Pcan	XP_014607211.1
HILC-1809	PdomILC-01707	Pdom	XP_015189260.1
HILC-1809	NvitILC-01319	Nvit	XP_001600147.1
HILC-1810	Amh3ILC-00374	Amh3	XP_394229.2
HILC-1810	BterILC-13990	Bter	XP_003402790.1
HILC-1810	CfloILC-12301	Cflo	XP_011256504.1
HILC-1810	HsalILC-10496	Hsal	XP_011139811.1
HILC-1810	PcanILC-12463	Pcan	XP_014612239.1
HILC-1810	PdomILC-10240	Pdom	XP_015182891.1
HILC-1810	NvitILC-04086	Nvit	XP_001603648.2
HILC-1811	Amh3ILC-02888	Amh3	XP_392212.2
HILC-1811	BterILC-01216	Bter	XP_003393775.1
HILC-1811	CfloILC-20697	Cflo	XP_011262924.1
HILC-1811	HsalILC-19787	Hsal	XP_019699198.1
HILC-1811	PcanILC-07464	Pcan	XP_014605083.1
HILC-1811	PdomILC-06510	Pdom	XP_015177156.1
HILC-1811	NvitILC-06336	Nvit	XP_016838999.1
HILC-1812	Amh3ILC-02687	Amh3	XP_006568251.2
HILC-1812	BterILC-01359	Bter	XP_003393839.1
HILC-1812	CfloILC-07481	Cflo	XP_011252402.1
HILC-1812	HsalILC-13833	Hsal	XP_011142805.1
HILC-1812	PcanILC-04523	Pcan	XP_014600599.1
HILC-1812	PdomILC-01977	Pdom	XP_015190967.1
HILC-1812	NvitILC-10604	Nvit	XP_001608149.1
HILC-1813	Amh3ILC-14633	Amh3	XP_001121942.2
HILC-1813	BterILC-11448	Bter	XP_003401376.1
HILC-1813	CfloILC-06592	Cflo	XP_011251720.1
HILC-1813	HsalILC-00434	Hsal	XP_011154293.1
HILC-1813	PcanILC-00404	Pcan	XP_014599775.1
HILC-1813	PdomILC-04020	Pdom	XP_015173224.1
HILC-1813	NvitILC-24160	Nvit	XP_016845198.1
HILC-1814	Amh3ILC-13177	Amh3	XP_391975.4
HILC-1814	BterILC-09637	Bter	XP_003400106.1
HILC-1814	CfloILC-24585	Cflo	XP_011266011.1
HILC-1814	HsalILC-26362	Hsal	XP_019700798.1
HILC-1814	PcanILC-11780	Pcan	XP_014611310.1
HILC-1814	PdomILC-06907	Pdom	XP_015177764.1
HILC-1814	NvitILC-11155	Nvit	XP_001602615.2
HILC-1815	Amh3ILC-09423	Amh3	XP_001122724.2
HILC-1815	BterILC-06887	Bter	XP_020720254.1
HILC-1815	CfloILC-00244	Cflo	XP_011265896.1
HILC-1815	HsalILC-09107	Hsal	XP_011138540.1
HILC-1815	PcanILC-09230	Pcan	XP_014607677.1
HILC-1815	PdomILC-00238	Pdom	XP_015174296.1
HILC-1815	NvitILC-24504	Nvit	XP_001607808.1
HILC-1816	Amh3ILC-00992	Amh3	XP_006570108.1
HILC-1816	BterILC-04754	Bter	XP_012165405.1
HILC-1816	CfloILC-02278	Cflo	XP_011264228.1
HILC-1816	HsalILC-23385	Hsal	XP_011150972.1
HILC-1816	PcanILC-04104	Pcan	XP_014599910.1
HILC-1816	PdomILC-04328	Pdom	XP_015173780.1
HILC-1816	NvitILC-04613	Nvit	XP_001600346.2
HILC-1817	Amh3ILC-09530	Amh3	XP_623921.1
HILC-1817	BterILC-06158	Bter	XP_003397435.1
HILC-1817	CfloILC-12531	Cflo	XP_011256802.1
HILC-1817	HsalILC-19488	Hsal	XP_011147689.1
HILC-1817	PcanILC-06814	Pcan	XP_014604145.1
HILC-1817	PdomILC-09164	Pdom	XP_015181200.1
HILC-1817	NvitILC-10679	Nvit	XP_016841534.1
HILC-1818	Amh3ILC-14635	Amh3	XP_001121961.1
HILC-1818	BterILC-11446	Bter	XP_003401378.1
HILC-1818	CfloILC-06590	Cflo	XP_011251717.1
HILC-1818	HsalILC-00436	Hsal	XP_011154308.1
HILC-1818	PcanILC-00402	Pcan	XP_014600085.1
HILC-1818	PdomILC-04018	Pdom	XP_015173276.1
HILC-1818	NvitILC-24162	Nvit	NP_001130004.1
HILC-1819	Amh3ILC-02945	Amh3	XP_006568873.1
HILC-1819	BterILC-13755	Bter	XP_003402684.1
HILC-1819	CfloILC-10044	Cflo	XP_011254465.1
HILC-1819	HsalILC-06314	Hsal	XP_011136193.1
HILC-1819	PcanILC-01510	Pcan	XP_014614772.1
HILC-1819	PdomILC-13171	Pdom	XP_015187147.1
HILC-1819	NvitILC-06745	Nvit	XP_008213380.1
HILC-1820	Amh3ILC-05022	Amh3	XP_396099.3
HILC-1820	BterILC-03364	Bter	XP_003395276.1
HILC-1820	CfloILC-01414	Cflo	XP_011256817.1
HILC-1820	HsalILC-26463	Hsal	XP_011153418.1
HILC-1820	PcanILC-05397	Pcan	XP_014601812.1
HILC-1820	PdomILC-11347	Pdom	XP_015184503.1
HILC-1820	NvitILC-07634	Nvit	XP_001604036.1
HILC-1821	Amh3ILC-12024	Amh3	XP_624480.4
HILC-1821	BterILC-08590	Bter	XP_012169766.1
HILC-1821	CfloILC-00604	Cflo	XP_011251202.1
HILC-1821	HsalILC-10982	Hsal	XP_011140265.1
HILC-1821	PcanILC-09302	Pcan	XP_014607820.1
HILC-1821	PdomILC-10790	Pdom	XP_015183766.1
HILC-1821	NvitILC-09487	Nvit	XP_003426427.1
HILC-1822	Amh3ILC-03099	Amh3	XP_001120184.2
HILC-1822	BterILC-07036	Bter	XP_003398571.1
HILC-1822	CfloILC-04741	Cflo	XP_011269836.1
HILC-1822	HsalILC-08513	Hsal	XP_011137968.1
HILC-1822	PcanILC-08888	Pcan	XP_014607159.1
HILC-1822	PdomILC-14943	Pdom	XP_015189470.1
HILC-1822	NvitILC-13995	Nvit	XP_016842770.1
HILC-1823	Amh3ILC-11297	Amh3	XP_016770816.1
HILC-1823	BterILC-07982	Bter	XP_003398859.1
HILC-1823	CfloILC-12124	Cflo	XP_011256266.1
HILC-1823	HsalILC-22417	Hsal	XP_019699983.1
HILC-1823	PcanILC-00267	Pcan	XP_014598341.1
HILC-1823	PdomILC-14281	Pdom	XP_015188738.1
HILC-1823	NvitILC-02790	Nvit	XP_001607424.1
HILC-1824	Amh3ILC-05562	Amh3	XP_624826.3
HILC-1824	BterILC-03690	Bter	XP_012164064.1
HILC-1824	CfloILC-16730	Cflo	XP_011260051.1
HILC-1824	HsalILC-12979	Hsal	XP_011141950.1
HILC-1824	PcanILC-07149	Pcan	XP_014604556.1
HILC-1824	PdomILC-04426	Pdom	XP_015173727.1
HILC-1824	NvitILC-08750	Nvit	XP_016840547.1
HILC-1825	Amh3ILC-15494	Amh3	XP_393381.2
HILC-1825	BterILC-12709	Bter	XP_012173824.1
HILC-1825	CfloILC-16371	Cflo	XP_011259829.1
HILC-1825	HsalILC-07290	Hsal	XP_011136874.1
HILC-1825	PcanILC-03853	Pcan	XP_014599452.1
HILC-1825	PdomILC-11315	Pdom	XP_015184549.1
HILC-1825	NvitILC-05782	Nvit	XP_001605203.1
HILC-1826	Amh3ILC-09433	Amh3	XP_393103.2
HILC-1826	BterILC-06876	Bter	XP_003398026.1
HILC-1826	CfloILC-07754	Cflo	XP_011252648.1
HILC-1826	HsalILC-12679	Hsal	XP_011141724.1
HILC-1826	PcanILC-09243	Pcan	XP_014607704.1
HILC-1826	PdomILC-00227	Pdom	XP_015171734.1
HILC-1826	NvitILC-24482	Nvit	XP_001607765.1
HILC-1827	Amh3ILC-09869	Amh3	XP_394768.4
HILC-1827	BterILC-06825	Bter	XP_012167469.1
HILC-1827	CfloILC-21655	Cflo	XP_011263651.1
HILC-1827	HsalILC-15116	Hsal	XP_011144032.1
HILC-1827	PcanILC-07353	Pcan	XP_014604950.1
HILC-1827	PdomILC-10186	Pdom	XP_015182766.1
HILC-1827	NvitILC-09481	Nvit	XP_001602063.1
HILC-1828	Amh3ILC-04500	Amh3	XP_016767520.1
HILC-1828	BterILC-02766	Bter	XP_012163661.1
HILC-1828	CfloILC-24157	Cflo	XP_011265697.1
HILC-1828	HsalILC-06261	Hsal	XP_011136115.1
HILC-1828	PcanILC-02312	Pcan	XP_014616307.1
HILC-1828	PdomILC-00646	Pdom	XP_015180434.1
HILC-1828	NvitILC-08519	Nvit	XP_016838911.1
HILC-1829	Amh3ILC-13197	Amh3	XP_001122369.1
HILC-1829	BterILC-09656	Bter	XP_012170746.1
HILC-1829	CfloILC-21091	Cflo	XP_011263227.1
HILC-1829	HsalILC-19021	Hsal	XP_011147188.1
HILC-1829	PcanILC-08751	Pcan	XP_014606983.1
HILC-1829	PdomILC-06444	Pdom	XP_015177086.1
HILC-1829	NvitILC-11129	Nvit	XP_001602021.1
HILC-1830	Amh3ILC-15268	Amh3	XP_395530.1
HILC-1830	BterILC-08810	Bter	XP_003399493.1
HILC-1830	CfloILC-02859	Cflo	XP_011268295.1
HILC-1830	HsalILC-23635	Hsal	XP_011151311.1
HILC-1830	PcanILC-14004	Pcan	XP_014614273.1
HILC-1830	PdomILC-11832	Pdom	XP_015185209.1
HILC-1830	NvitILC-01307	Nvit	XP_001599393.3
HILC-1831	Amh3ILC-12994	Amh3	XP_393590.2
HILC-1831	BterILC-09848	Bter	XP_003400215.1
HILC-1831	CfloILC-05070	Cflo	XP_011250503.1
HILC-1831	HsalILC-19118	Hsal	XP_011147355.1
HILC-1831	PcanILC-12321	Pcan	XP_014612010.1
HILC-1831	PdomILC-13339	Pdom	XP_015187439.1
HILC-1831	NvitILC-13598	Nvit	XP_008202396.1
HILC-1832	Amh3ILC-01225	Amh3	XP_624364.1
HILC-1832	BterILC-00330	Bter	XP_003393097.1
HILC-1832	CfloILC-01255	Cflo	XP_011255303.1
HILC-1832	HsalILC-23525	Hsal	XP_019700215.1
HILC-1832	PcanILC-09043	Pcan	XP_014607451.1
HILC-1832	PdomILC-01338	Pdom	XP_015190158.1
HILC-1832	NvitILC-02411	Nvit	XP_001603914.1
HILC-1833	Amh3ILC-10864	Amh3	XP_393353.2
HILC-1833	BterILC-05469	Bter	XP_003396943.1
HILC-1833	CfloILC-00766	Cflo	XP_011251986.1
HILC-1833	HsalILC-13280	Hsal	XP_011142337.1
HILC-1833	PcanILC-04992	Pcan	XP_014601242.1
HILC-1833	PdomILC-01071	Pdom	XP_015183452.1
HILC-1833	NvitILC-01130	Nvit	XP_001604485.1
HILC-1834	Amh3ILC-09154	Amh3	XP_006572024.1
HILC-1834	BterILC-12365	Bter	XP_020723081.1
HILC-1834	CfloILC-11062	Cflo	XP_011255333.1
HILC-1834	HsalILC-23573	Hsal	XP_011151263.1
HILC-1834	PcanILC-03026	Pcan	XP_014598166.1
HILC-1834	PdomILC-02025	Pdom	XP_015191261.1
HILC-1834	NvitILC-07714	Nvit	XP_001605214.2
HILC-1835	Amh3ILC-10446	Amh3	XP_001120972.2
HILC-1835	BterILC-07385	Bter	XP_003398303.1
HILC-1835	CfloILC-17348	Cflo	XP_011260577.1
HILC-1835	HsalILC-05402	Hsal	XP_011135359.1
HILC-1835	PcanILC-03081	Pcan	XP_014598197.1
HILC-1835	PdomILC-02052	Pdom	XP_015191112.1
HILC-1835	NvitILC-05924	Nvit	XP_001602033.3
HILC-1836	Amh3ILC-10961	Amh3	XP_391890.3
HILC-1836	BterILC-10340	Bter	XP_012171469.1
HILC-1836	CfloILC-19709	Cflo	XP_019884210.1
HILC-1836	HsalILC-10309	Hsal	XP_019697099.1
HILC-1836	PcanILC-12171	Pcan	XP_014611828.1
HILC-1836	PdomILC-14472	Pdom	XP_015188950.1
HILC-1836	NvitILC-00559	Nvit	XP_008203045.1
HILC-1837	Amh3ILC-02552	Amh3	XP_026294856.1
HILC-1837	BterILC-01508	Bter	XP_012175613.1
HILC-1837	CfloILC-24373	Cflo	XP_011265902.1
HILC-1837	HsalILC-16692	Hsal	XP_011145286.1
HILC-1837	PcanILC-05657	Pcan	XP_014602226.1
HILC-1837	PdomILC-01549	Pdom	XP_015189548.1
HILC-1837	NvitILC-03032	Nvit	XP_001607970.1
HILC-1838	Amh3ILC-13067	Amh3	XP_026300493.1
HILC-1838	BterILC-09769	Bter	XP_003400272.1
HILC-1838	CfloILC-07001	Cflo	XP_011251962.1
HILC-1838	HsalILC-00359	Hsal	XP_011153830.1
HILC-1838	PcanILC-09208	Pcan	XP_014607669.1
HILC-1838	PdomILC-08748	Pdom	XP_015180744.1
HILC-1838	NvitILC-11256	Nvit	XP_001604510.2
HILC-1839	Amh3ILC-05768	Amh3	XP_006567761.1
HILC-1839	BterILC-12097	Bter	XP_003401833.1
HILC-1839	CfloILC-15929	Cflo	XP_011259449.1
HILC-1839	HsalILC-00618	Hsal	XP_011135697.1
HILC-1839	PcanILC-10322	Pcan	XP_014609465.1
HILC-1839	PdomILC-01914	Pdom	XP_015190935.1
HILC-1839	NvitILC-03176	Nvit	XP_001608286.1
HILC-1840	Amh3ILC-05861	Amh3	XP_001121569.3
HILC-1840	BterILC-02146	Bter	XP_012176455.1
HILC-1840	CfloILC-03873	Cflo	XP_011269194.1
HILC-1840	HsalILC-03095	Hsal	XP_011153797.1
HILC-1840	PcanILC-05251	Pcan	XP_014601685.1
HILC-1840	PdomILC-05396	Pdom	XP_015175424.1
HILC-1840	NvitILC-08648	Nvit	XP_001606006.1
HILC-1841	Amh3ILC-10544	Amh3	XP_393683.4
HILC-1841	BterILC-07076	Bter	XP_003398547.1
HILC-1841	CfloILC-05571	Cflo	XP_011250878.1
HILC-1841	HsalILC-08844	Hsal	XP_011138280.1
HILC-1841	PcanILC-09003	Pcan	XP_014607341.1
HILC-1841	PdomILC-12810	Pdom	XP_015186608.1
HILC-1841	NvitILC-22943	Nvit	XP_001599473.1
HILC-1842	Amh3ILC-11166	Amh3	XP_006572271.1
HILC-1842	BterILC-08124	Bter	XP_012169427.1
HILC-1842	CfloILC-18860	Cflo	XP_011261489.1
HILC-1842	HsalILC-22206	Hsal	XP_011150038.1
HILC-1842	PcanILC-07205	Pcan	XP_014604734.1
HILC-1842	PdomILC-01683	Pdom	XP_015190369.1
HILC-1842	NvitILC-12711	Nvit	XP_008218077.1
HILC-1843	Amh3ILC-02772	Amh3	XP_392760.2
HILC-1843	BterILC-01321	Bter	XP_003393971.1
HILC-1843	CfloILC-02188	Cflo	XP_011263581.1
HILC-1843	HsalILC-09880	Hsal	XP_011139208.1
HILC-1843	PcanILC-15038	Pcan	XP_014614856.1
HILC-1843	PdomILC-07585	Pdom	XP_015178967.1
HILC-1843	NvitILC-08603	Nvit	NP_001165823.1
HILC-1844	Amh3ILC-15015	Amh3	XP_006563710.1
HILC-1844	BterILC-10969	Bter	XP_012172080.1
HILC-1844	CfloILC-10420	Cflo	XP_011254757.1
HILC-1844	HsalILC-05512	Hsal	XP_011135506.1
HILC-1844	PcanILC-10382	Pcan	XP_014609528.1
HILC-1844	PdomILC-08908	Pdom	XP_015180931.1
HILC-1844	NvitILC-16090	Nvit	XP_001604230.2
HILC-1845	Amh3ILC-05791	Amh3	XP_006567718.1
HILC-1845	BterILC-03774	Bter	XP_020718600.1
HILC-1845	CfloILC-22838	Cflo	XP_019884667.1
HILC-1845	HsalILC-25567	Hsal	XP_011152572.1
HILC-1845	PcanILC-13413	Pcan	XP_014613494.1
HILC-1845	PdomILC-09467	Pdom	XP_015181708.1
HILC-1845	NvitILC-09375	Nvit	XP_008205569.1
HILC-1846	Amh3ILC-05059	Amh3	XP_397589.3
HILC-1846	BterILC-03334	Bter	XP_012164442.1
HILC-1846	CfloILC-05088	Cflo	XP_011250523.1
HILC-1846	HsalILC-04823	Hsal	XP_011134965.1
HILC-1846	PcanILC-04987	Pcan	XP_014601302.1
HILC-1846	PdomILC-01077	Pdom	XP_015186012.1
HILC-1846	NvitILC-11378	Nvit	XP_001606316.1
HILC-1847	Amh3ILC-04681	Amh3	XP_624806.3
HILC-1847	BterILC-02582	Bter	XP_012176729.1
HILC-1847	CfloILC-15287	Cflo	XP_011258862.1
HILC-1847	HsalILC-08480	Hsal	XP_011137934.1
HILC-1847	PcanILC-13224	Pcan	XP_014613219.1
HILC-1847	PdomILC-11743	Pdom	XP_015185023.1
HILC-1847	NvitILC-07392	Nvit	XP_008204596.1
HILC-1848	Amh3ILC-09059	Amh3	XP_395779.3
HILC-1848	BterILC-11753	Bter	XP_003401629.1
HILC-1848	CfloILC-16149	Cflo	XP_011259632.1
HILC-1848	HsalILC-14054	Hsal	XP_011143016.1
HILC-1848	PcanILC-00140	Pcan	XP_014602450.1
HILC-1848	PdomILC-07066	Pdom	XP_015177933.1
HILC-1848	NvitILC-09339	Nvit	XP_016840948.1
HILC-1849	Amh3ILC-04985	Amh3	XP_016767213.1
HILC-1849	BterILC-13155	Bter	XP_003402417.1
HILC-1849	CfloILC-17028	Cflo	XP_011260269.1
HILC-1849	HsalILC-16000	Hsal	XP_011144681.1
HILC-1849	PcanILC-06675	Pcan	XP_014603837.1
HILC-1849	PdomILC-08213	Pdom	XP_015179747.1
HILC-1849	NvitILC-06029	Nvit	XP_001604411.4
HILC-1850	Amh3ILC-03946	Amh3	XP_016767673.2
HILC-1850	BterILC-02017	Bter	XP_003394129.1
HILC-1850	CfloILC-03886	Cflo	XP_011269206.1
HILC-1850	HsalILC-03108	Hsal	XP_011153817.1
HILC-1850	PcanILC-07028	Pcan	XP_014604343.1
HILC-1850	PdomILC-13259	Pdom	XP_015187321.1
HILC-1850	NvitILC-03000	Nvit	NP_001165851.1
HILC-1851	Amh3ILC-11665	Amh3	XP_624661.1
HILC-1851	BterILC-08664	Bter	XP_003399325.1
HILC-1851	CfloILC-22578	Cflo	XP_011264394.1
HILC-1851	HsalILC-23278	Hsal	XP_011150863.1
HILC-1851	PcanILC-07987	Pcan	XP_014605844.1
HILC-1851	PdomILC-07125	Pdom	XP_015178098.1
HILC-1851	NvitILC-03546	Nvit	XP_001605379.1
HILC-1852	Amh3ILC-11605	Amh3	XP_624527.2
HILC-1852	BterILC-08622	Bter	XP_003399360.1
HILC-1852	CfloILC-05691	Cflo	XP_011251022.1
HILC-1852	HsalILC-10174	Hsal	XP_011139472.1
HILC-1852	PcanILC-13316	Pcan	XP_014613348.1
HILC-1852	PdomILC-14483	Pdom	XP_015188961.1
HILC-1852	NvitILC-22955	Nvit	XP_001600371.1
HILC-1853	Amh3ILC-06927	Amh3	XP_026296947.1
HILC-1853	BterILC-14348	Bter	XP_003402969.1
HILC-1853	CfloILC-15082	Cflo	XP_011258693.1
HILC-1853	HsalILC-19986	Hsal	XP_011148117.1
HILC-1853	PcanILC-12360	Pcan	XP_014612078.1
HILC-1853	PdomILC-09616	Pdom	XP_015181906.1
HILC-1853	NvitILC-24556	Nvit	XP_008214898.1
HILC-1854	Amh3ILC-11977	Amh3	XP_396159.2
HILC-1854	BterILC-08159	Bter	XP_012169385.1
HILC-1854	CfloILC-24016	Cflo	XP_011265562.1
HILC-1854	HsalILC-18252	Hsal	XP_011146492.1
HILC-1854	PcanILC-12849	Pcan	XP_014612710.1
HILC-1854	PdomILC-07587	Pdom	XP_015178753.1
HILC-1854	NvitILC-05103	Nvit	XP_001605429.2
HILC-1855	Amh3ILC-04804	Amh3	XP_395538.2
HILC-1855	BterILC-13127	Bter	XP_020723371.1
HILC-1855	CfloILC-14973	Cflo	XP_011258613.1
HILC-1855	HsalILC-23653	Hsal	XP_011151325.1
HILC-1855	PcanILC-07310	Pcan	XP_014604898.1
HILC-1855	PdomILC-08963	Pdom	XP_015181088.1
