hiLocus	iLocus	Species	Protein
HILC-1482	PcanILC-10780	Pcan	XP_014610049.1
HILC-1482	PdtlILC-00811	Pdtl	PdomMRNAr1.2-07449.1
HILC-1482	NvitILC-07468	Nvit	XP_001600472.1
HILC-1483	Amh3ILC-02312	Amh3	XP_397367.1
HILC-1483	BterILC-00904	Bter	XP_003393581.1
HILC-1483	CfloILC-24248	Cflo	XP_011265769.1
HILC-1483	HsalILC-11616	Hsal	XP_011140871.1
HILC-1483	PcanILC-00842	Pcan	XP_014606170.1
HILC-1483	PdtlILC-03937	Pdtl	PdomMRNAr1.2-10406.1
HILC-1483	NvitILC-10822	Nvit	XP_001607973.1
HILC-1484	Amh3ILC-10263	Amh3	XP_006562885.1
HILC-1484	BterILC-07474	Bter	XP_012167896.1
HILC-1484	CfloILC-19199	Cflo	XP_011261811.1
HILC-1484	HsalILC-11387	Hsal	XP_011140673.1
HILC-1484	PcanILC-11487	Pcan	XP_014610945.1
HILC-1484	PdtlILC-16817	Pdtl	PdomMRNAr1.2-08480.1
HILC-1484	NvitILC-24396	Nvit	XP_003428087.1
HILC-1485	Amh3ILC-11236	Amh3	XP_624536.2
HILC-1485	BterILC-08054	Bter	XP_003398832.1
HILC-1485	CfloILC-27171	Cflo	XP_011267751.1
HILC-1485	HsalILC-24273	Hsal	XP_019700345.1
HILC-1485	PcanILC-02831	Pcan	XP_014597813.1
HILC-1485	PdtlILC-11949	Pdtl	PdomMRNAr1.2-08146.1
HILC-1485	NvitILC-07600	Nvit	XP_001604870.1
HILC-1486	Amh3ILC-03567	Amh3	XP_006560985.1
HILC-1486	BterILC-01882	Bter	XP_003394222.1
HILC-1486	CfloILC-05009	Cflo	XP_011250464.2
HILC-1486	HsalILC-16450	Hsal	XP_011145087.1
HILC-1486	PcanILC-01976	Pcan	XP_014615994.1
HILC-1486	PdtlILC-04814	Pdtl	PdomMRNAr1.2-06323.1
HILC-1486	NvitILC-12299	Nvit	XP_001602076.1
HILC-1487	Amh3ILC-14198	Amh3	XP_006565727.1
HILC-1487	BterILC-10093	Bter	XP_003400387.1
HILC-1487	CfloILC-27188	Cflo	XP_011267780.1
HILC-1487	HsalILC-15278	Hsal	XP_011144125.1
HILC-1487	PcanILC-01236	Pcan	XP_014613528.1
HILC-1487	PdtlILC-05334	Pdtl	PdomMRNAr1.2-08308.1
HILC-1487	NvitILC-06778	Nvit	XP_008213428.2
HILC-1488	Amh3ILC-10443	Amh3	XP_006566061.1
HILC-1488	BterILC-07387	Bter	XP_003398300.1
HILC-1488	CfloILC-17354	Cflo	XP_011260580.1
HILC-1488	HsalILC-06606	Hsal	XP_019696121.1
HILC-1488	PcanILC-03083	Pcan	XP_014598005.1
HILC-1488	PdtlILC-02648	Pdtl	PdomMRNAr1.2-09643.1
HILC-1488	NvitILC-17524	Nvit	XP_001599142.1
HILC-1489	Amh3ILC-03252	Amh3	XP_396161.2
HILC-1489	BterILC-01702	Bter	XP_003394355.1
HILC-1489	CfloILC-09722	Cflo	XP_011254208.1
HILC-1489	HsalILC-15506	Hsal	XP_011144280.1
HILC-1489	PcanILC-05219	Pcan	XP_014601649.1
HILC-1489	PdtlILC-11344	Pdtl	PdomMRNAr1.2-11661.1
HILC-1489	NvitILC-04170	Nvit	XP_008212484.1
HILC-1490	Amh3ILC-13629	Amh3	XP_393962.3
HILC-1490	BterILC-10792	Bter	XP_003400882.1
HILC-1490	CfloILC-06548	Cflo	XP_011251689.1
HILC-1490	HsalILC-15554	Hsal	XP_011144290.1
HILC-1490	PcanILC-12226	Pcan	XP_014611880.1
HILC-1490	PdtlILC-13893	Pdtl	PdomMRNAr1.2-02599.1
HILC-1490	NvitILC-03040	Nvit	XP_016843732.1
HILC-1491	Amh3ILC-06675	Amh3	XP_026296929.1
HILC-1491	BterILC-06394	Bter	XP_012167209.1
HILC-1491	CfloILC-02564	Cflo	XP_011267647.1
HILC-1491	HsalILC-13489	Hsal	XP_019697798.1
HILC-1491	PcanILC-08267	Pcan	XP_014606317.1
HILC-1491	PdtlILC-14791	Pdtl	PdomMRNAr1.2-04813.1
HILC-1491	NvitILC-04048	Nvit	XP_003426795.1
HILC-1492	Amh3ILC-08117	Amh3	NP_001229926.1
HILC-1492	BterILC-15028	Bter	XP_003403165.1
HILC-1492	CfloILC-26359	Cflo	XP_011267223.1
HILC-1492	HsalILC-23571	Hsal	XP_011151262.1
HILC-1492	PcanILC-06860	Pcan	XP_014604213.1
HILC-1492	PdtlILC-01466	Pdtl	PdomMRNAr1.2-06429.1
HILC-1492	NvitILC-03729	Nvit	XP_008209312.1
HILC-1493	Amh3ILC-09900	Amh3	XP_006567403.1
HILC-1493	BterILC-06071	Bter	XP_003397507.1
HILC-1493	CfloILC-06790	Cflo	XP_019882244.1
HILC-1493	HsalILC-10565	Hsal	XP_011139938.1
HILC-1493	PcanILC-13828	Pcan	XP_014614024.1
HILC-1493	PdtlILC-14150	Pdtl	PdomMRNAr1.2-08945.1
HILC-1493	NvitILC-10841	Nvit	XP_001608008.2
HILC-1494	Amh3ILC-08307	Amh3	XP_006559710.1
HILC-1494	BterILC-12908	Bter	XP_012173983.1
HILC-1494	CfloILC-12178	Cflo	XP_011256352.1
HILC-1494	HsalILC-06350	Hsal	XP_011136236.1
HILC-1494	PcanILC-12206	Pcan	XP_014611875.1
HILC-1494	PdtlILC-00179	Pdtl	PdomMRNAr1.2-08460.1
HILC-1494	NvitILC-14935	Nvit	XP_016843002.1
HILC-1495	Amh3ILC-05508	Amh3	XP_016767705.1
HILC-1495	BterILC-03735	Bter	XP_003395565.1
HILC-1495	CfloILC-10952	Cflo	XP_011255231.1
HILC-1495	HsalILC-02658	Hsal	XP_011152372.1
HILC-1495	PcanILC-12079	Pcan	XP_014611705.1
HILC-1495	PdtlILC-03338	Pdtl	PdomMRNAr1.2-11001.1
HILC-1495	NvitILC-08849	Nvit	NP_001165931.1
HILC-1496	Amh3ILC-12628	Amh3	XP_395319.2
HILC-1496	BterILC-09336	Bter	XP_003399714.1
HILC-1496	CfloILC-20794	Cflo	XP_011262998.1
HILC-1496	HsalILC-20317	Hsal	XP_011148413.1
HILC-1496	PcanILC-00562	Pcan	XP_014602414.1
HILC-1496	PdtlILC-03449	Pdtl	PdomMRNAr1.2-06241.1
HILC-1496	NvitILC-13303	Nvit	XP_008202097.1
HILC-1497	Amh3ILC-01853	Amh3	XP_392172.1
HILC-1497	BterILC-00412	Bter	XP_012165063.1
HILC-1497	CfloILC-06539	Cflo	XP_011251681.1
HILC-1497	HsalILC-15561	Hsal	XP_011144297.1
HILC-1497	PcanILC-08130	Pcan	XP_014606013.1
HILC-1497	PdtlILC-04715	Pdtl	PdomMRNAr1.2-07318.1
HILC-1497	NvitILC-03924	Nvit	XP_001599556.1
HILC-1498	Amh3ILC-14421	Amh3	XP_001121076.4
HILC-1498	BterILC-11233	Bter	XP_003401525.1
HILC-1498	CfloILC-19235	Cflo	XP_011261842.1
HILC-1498	HsalILC-13120	Hsal	XP_011142148.1
HILC-1498	PcanILC-12345	Pcan	XP_014612081.1
HILC-1498	PdtlILC-11734	Pdtl	PdomMRNAr1.2-00765.1
HILC-1498	NvitILC-18003	Nvit	XP_008208956.1
HILC-1499	Amh3ILC-12283	Amh3	XP_003251906.1
HILC-1499	BterILC-09241	Bter	XP_012170402.1
HILC-1499	CfloILC-03456	Cflo	XP_011268817.1
HILC-1499	HsalILC-14936	Hsal	XP_011143856.1
HILC-1499	PcanILC-12491	Pcan	XP_014612247.1
HILC-1499	PdtlILC-12495	Pdtl	PdomMRNAr1.2-01616.1
HILC-1499	NvitILC-22686	Nvit	XP_008213869.1
HILC-1500	Amh3ILC-05040	Amh3	XP_625098.1
HILC-1500	BterILC-03351	Bter	XP_003395302.1
HILC-1500	CfloILC-22068	Cflo	XP_011263888.1
HILC-1500	HsalILC-13422	Hsal	XP_011142429.1
HILC-1500	PcanILC-00484	Pcan	XP_014601641.1
HILC-1500	PdtlILC-07692	Pdtl	PdomMRNAr1.2-11491.1
HILC-1500	NvitILC-03019	Nvit	XP_003424562.1
HILC-1501	Amh3ILC-12902	Amh3	XP_016771422.1
HILC-1501	BterILC-09919	Bter	XP_012170912.1
HILC-1501	CfloILC-14894	Cflo	XP_011258557.1
HILC-1501	HsalILC-20416	Hsal	XP_011148492.1
HILC-1501	PcanILC-12312	Pcan	XP_014611999.1
HILC-1501	PdtlILC-16220	Pdtl	PdomMRNAr1.2-00002.1
HILC-1501	NvitILC-09471	Nvit	XP_016840577.1
HILC-1502	Amh3ILC-06572	Amh3	XP_006565422.1
HILC-1502	BterILC-04327	Bter	XP_012164881.1
HILC-1502	CfloILC-13176	Cflo	XP_011257273.1
HILC-1502	HsalILC-18507	Hsal	XP_011146798.1
HILC-1502	PcanILC-03873	Pcan	XP_014599489.1
HILC-1502	PdtlILC-06031	Pdtl	PdomMRNAr1.2-08629.1
HILC-1502	NvitILC-08050	Nvit	XP_016839875.1
HILC-1503	Amh3ILC-09580	Amh3	XP_006561836.1
HILC-1503	BterILC-06560	Bter	XP_012167055.1
HILC-1503	CfloILC-02273	Cflo	XP_011264135.1
HILC-1503	HsalILC-03580	Hsal	XP_011154315.1
HILC-1503	PcanILC-02200	Pcan	XP_014616273.1
HILC-1503	PdtlILC-00709	Pdtl	PdomMRNAr1.2-04609.1
HILC-1503	NvitILC-09978	Nvit	XP_008205788.1
HILC-1504	Amh3ILC-14430	Amh3	XP_623809.3
HILC-1504	BterILC-11225	Bter	XP_012172794.1
HILC-1504	CfloILC-10372	Cflo	XP_011254710.1
HILC-1504	HsalILC-19162	Hsal	XP_011147390.1
HILC-1504	PcanILC-11081	Pcan	XP_014610433.1
HILC-1504	PdtlILC-16652	Pdtl	PdomMRNAr1.2-01519.1
HILC-1504	NvitILC-03213	Nvit	XP_001608295.1
HILC-1505	Amh3ILC-13864	Amh3	XP_395324.2
HILC-1505	BterILC-10573	Bter	XP_003400738.1
HILC-1505	CfloILC-07048	Cflo	XP_011251977.1
HILC-1505	HsalILC-21938	Hsal	XP_019699855.1
HILC-1505	PcanILC-06705	Pcan	XP_014603935.1
HILC-1505	PdtlILC-10126	Pdtl	PdomMRNAr1.2-05376.1
HILC-1505	NvitILC-10592	Nvit	XP_001607501.2
HILC-1506	Amh3ILC-15430	Amh3	XP_396572.3
HILC-1506	BterILC-12591	Bter	XP_003402162.1
HILC-1506	CfloILC-10667	Cflo	XP_011255017.1
HILC-1506	HsalILC-10528	Hsal	XP_011139842.1
HILC-1506	PcanILC-00104	Pcan	XP_014611981.1
HILC-1506	PdtlILC-07354	Pdtl	PdomMRNAr1.2-07418.1
HILC-1506	NvitILC-18002	Nvit	XP_008208959.1
HILC-1507	Amh3ILC-00267	Amh3	XP_392162.2
HILC-1507	BterILC-06270	Bter	XP_003397517.1
HILC-1507	CfloILC-04207	Cflo	XP_011269516.1
HILC-1507	HsalILC-16513	Hsal	XP_011145122.1
HILC-1507	PcanILC-10897	Pcan	XP_014610227.1
HILC-1507	PdtlILC-06653	Pdtl	PdomMRNAr1.2-06615.1
HILC-1507	NvitILC-04755	Nvit	XP_001605162.1
HILC-1508	Amh3ILC-05484	Amh3	XP_006564800.1
HILC-1508	BterILC-03949	Bter	XP_003395595.1
HILC-1508	CfloILC-06155	Cflo	XP_011251396.1
HILC-1508	HsalILC-09609	Hsal	XP_011139041.1
HILC-1508	PcanILC-12996	Pcan	XP_014612890.1
HILC-1508	PdtlILC-14267	Pdtl	PdomMRNAr1.2-08789.1
HILC-1508	NvitILC-09694	Nvit	XP_003426267.1
HILC-1509	Amh3ILC-13692	Amh3	XP_006560290.1
HILC-1509	BterILC-10724	Bter	XP_012171843.1
HILC-1509	CfloILC-13187	Cflo	XP_011257282.1
HILC-1509	HsalILC-00718	Hsal	XP_011136630.1
HILC-1509	PcanILC-01165	Pcan	XP_014611678.1
HILC-1509	PdtlILC-07049	Pdtl	PdomMRNAr1.2-07552.1
HILC-1509	NvitILC-00151	Nvit	XP_008202697.1
HILC-1510	Amh3ILC-02390	Amh3	XP_394359.2
HILC-1510	BterILC-00860	Bter	XP_003393545.1
HILC-1510	CfloILC-07536	Cflo	XP_011252430.1
HILC-1510	HsalILC-17010	Hsal	XP_011145511.1
HILC-1510	PcanILC-00256	Pcan	XP_014599612.1
HILC-1510	PdtlILC-06846	Pdtl	PdomMRNAr1.2-03671.1
HILC-1510	NvitILC-03745	Nvit	XP_001606034.1
HILC-1511	Amh3ILC-14826	Amh3	XP_006563526.1
HILC-1511	BterILC-11141	Bter	XP_012172239.1
HILC-1511	CfloILC-17714	Cflo	XP_011260881.1
HILC-1511	HsalILC-04408	Hsal	XP_011155078.1
HILC-1511	PcanILC-03457	Pcan	XP_014598739.1
HILC-1511	PdtlILC-11584	Pdtl	PdomMRNAr1.2-05405.1
HILC-1511	NvitILC-10418	Nvit	XP_001607770.1
HILC-1512	Amh3ILC-07407	Amh3	XP_392468.3
HILC-1512	BterILC-05650	Bter	XP_012166293.1
HILC-1512	CfloILC-23032	Cflo	XP_011264734.1
HILC-1512	HsalILC-11200	Hsal	XP_011140460.1
HILC-1512	PcanILC-04184	Pcan	XP_014600078.1
HILC-1512	PdtlILC-03481	Pdtl	PdomMRNAr1.2-04107.1
HILC-1512	NvitILC-00352	Nvit	XP_008202899.1
HILC-1513	Amh3ILC-00017	Amh3	XP_026299648.1
HILC-1513	BterILC-04996	Bter	XP_003396606.1
HILC-1513	CfloILC-23613	Cflo	XP_011265289.1
HILC-1513	HsalILC-18433	Hsal	XP_011146715.1
HILC-1513	PcanILC-11647	Pcan	XP_014611097.1
HILC-1513	PdtlILC-05884	Pdtl	PdomMRNAr1.2-05845.1
HILC-1513	NvitILC-19769	Nvit	XP_001599216.1
HILC-1514	Amh3ILC-03121	Amh3	XP_625027.1
HILC-1514	BterILC-02060	Bter	XP_003394099.1
HILC-1514	CfloILC-22313	Cflo	XP_011264147.1
HILC-1514	HsalILC-00391	Hsal	XP_011154016.1
HILC-1514	PcanILC-09523	Pcan	XP_014608221.1
HILC-1514	PdtlILC-02033	Pdtl	PdomMRNAr1.2-00388.1
HILC-1514	NvitILC-17834	Nvit	XP_001599931.3
HILC-1515	Amh3ILC-11254	Amh3	XP_006572231.1
HILC-1515	BterILC-08037	Bter	XP_012168887.1
HILC-1515	CfloILC-17225	Cflo	XP_019883856.1
HILC-1515	HsalILC-04927	Hsal	XP_011135110.2
HILC-1515	PcanILC-02607	Pcan	XP_014616732.1
HILC-1515	PdtlILC-12749	Pdtl	PdomMRNAr1.2-01663.1
HILC-1515	NvitILC-02734	Nvit	XP_001608019.1
HILC-1516	Amh3ILC-11462	Amh3	NP_001171519.1
HILC-1516	BterILC-08376	Bter	XP_012169070.1
HILC-1516	CfloILC-01684	Cflo	XP_011258796.1
HILC-1516	HsalILC-04689	Hsal	XP_011134847.1
HILC-1516	PcanILC-04404	Pcan	XP_014600528.1
HILC-1516	PdtlILC-01007	Pdtl	PdomMRNAr1.2-04767.1
HILC-1516	NvitILC-23210	Nvit	XP_001607380.1
HILC-1517	Amh3ILC-05610	Amh3	XP_625038.2
HILC-1517	BterILC-03415	Bter	XP_012164361.1
HILC-1517	CfloILC-17103	Cflo	XP_011260368.1
HILC-1517	HsalILC-08430	Hsal	XP_019696511.1
HILC-1517	PcanILC-08521	Pcan	XP_014606664.1
HILC-1517	PdtlILC-07448	Pdtl	PdomMRNAr1.2-09721.1
HILC-1517	NvitILC-05647	Nvit	XP_003425947.1
HILC-1518	Amh3ILC-00434	Amh3	XP_395652.1
HILC-1518	BterILC-06935	Bter	XP_003397974.1
HILC-1518	CfloILC-05062	Cflo	XP_011250489.1
HILC-1518	HsalILC-09142	Hsal	XP_011138592.1
HILC-1518	PcanILC-07548	Pcan	XP_014605138.1
HILC-1518	PdtlILC-12293	Pdtl	PdomMRNAr1.2-03441.1
HILC-1518	NvitILC-04546	Nvit	XP_016838110.1
HILC-1519	Amh3ILC-00275	Amh3	XP_001120612.1
HILC-1519	BterILC-06263	Bter	XP_003397544.1
HILC-1519	CfloILC-12331	Cflo	XP_011256604.1
HILC-1519	HsalILC-14997	Hsal	XP_011143920.1
HILC-1519	PcanILC-13386	Pcan	XP_014613434.1
HILC-1519	PdtlILC-10821	Pdtl	PdomMRNAr1.2-10173.1
HILC-1519	NvitILC-08650	Nvit	XP_016839162.1
HILC-1520	Amh3ILC-00163	Amh3	XP_006558674.1
HILC-1520	BterILC-08764	Bter	XP_012169543.1
HILC-1520	CfloILC-19535	Cflo	XP_011262073.1
HILC-1520	HsalILC-01389	Hsal	XP_011142354.1
HILC-1520	PcanILC-00459	Pcan	XP_014601728.1
HILC-1520	PdtlILC-07718	Pdtl	PdomMRNAr1.2-01641.1
HILC-1520	NvitILC-09911	Nvit	XP_001602420.1
HILC-1521	Amh3ILC-05031	Amh3	XP_006571960.1
HILC-1521	BterILC-15161	Bter	XP_012175229.1
HILC-1521	CfloILC-14544	Cflo	XP_011258306.1
HILC-1521	HsalILC-15360	Hsal	XP_011144179.1
HILC-1521	PcanILC-05394	Pcan	XP_014601876.1
HILC-1521	PdtlILC-13790	Pdtl	PdomMRNAr1.2-04987.1
HILC-1521	NvitILC-04310	Nvit	XP_001606733.1
HILC-1522	Amh3ILC-10402	Amh3	XP_396365.1
HILC-1522	BterILC-07417	Bter	XP_012167951.1
HILC-1522	CfloILC-17346	Cflo	XP_011260575.1
HILC-1522	HsalILC-17952	Hsal	XP_011146229.1
HILC-1522	PcanILC-13248	Pcan	XP_014613271.1
HILC-1522	PdtlILC-17841	Pdtl	PdomMRNAr1.2-01465.1
HILC-1522	NvitILC-05012	Nvit	XP_001604283.1
HILC-1523	Amh3ILC-07442	Amh3	XP_396097.3
HILC-1523	BterILC-05465	Bter	XP_003396939.1
HILC-1523	CfloILC-10037	Cflo	XP_019882782.1
HILC-1523	HsalILC-06310	Hsal	XP_011136178.1
HILC-1523	PcanILC-10082	Pcan	XP_014609056.1
HILC-1523	PdtlILC-06027	Pdtl	PdomMRNAr1.2-11697.1
HILC-1523	NvitILC-02680	Nvit	XP_001606938.1
HILC-1524	Amh3ILC-08472	Amh3	XP_392589.2
HILC-1524	BterILC-14915	Bter	XP_012175062.1
HILC-1524	CfloILC-03677	Cflo	XP_011269014.1
HILC-1524	HsalILC-13053	Hsal	XP_011142070.1
HILC-1524	PcanILC-10161	Pcan	XP_014609145.1
HILC-1524	PdtlILC-12243	Pdtl	PdomMRNAr1.2-04460.1
HILC-1524	NvitILC-23343	Nvit	NP_001161261.1
HILC-1525	Amh3ILC-13865	Amh3	XP_624869.1
HILC-1525	BterILC-10572	Bter	XP_003400758.1
HILC-1525	CfloILC-05794	Cflo	XP_011251099.1
HILC-1525	HsalILC-15672	Hsal	XP_011144471.1
HILC-1525	PcanILC-06706	Pcan	XP_014603940.1
HILC-1525	PdtlILC-10127	Pdtl	PdomMRNAr1.2-00383.1
HILC-1525	NvitILC-11334	Nvit	XP_001605784.1
HILC-1526	Amh3ILC-01712	Amh3	XP_003251758.1
HILC-1526	BterILC-00612	Bter	XP_003393301.1
HILC-1526	CfloILC-20102	Cflo	XP_011262545.1
HILC-1526	HsalILC-00455	Hsal	XP_011154377.1
HILC-1526	PcanILC-05030	Pcan	XP_014601352.1
HILC-1526	PdtlILC-14870	Pdtl	PdomMRNAr1.2-09303.1
HILC-1526	NvitILC-05124	Nvit	XP_001606859.1
HILC-1527	Amh3ILC-09476	Amh3	XP_003249915.1
HILC-1527	BterILC-06206	Bter	XP_012166829.1
HILC-1527	CfloILC-07462	Cflo	XP_011252379.1
HILC-1527	HsalILC-20987	Hsal	XP_011148959.1
HILC-1527	PcanILC-13659	Pcan	XP_014613789.1
HILC-1527	PdtlILC-17988	Pdtl	PdomMRNAr1.2-07176.1
HILC-1527	NvitILC-09474	Nvit	XP_003426421.1
HILC-1528	Amh3ILC-14037	Amh3	XP_394012.1
HILC-1528	BterILC-10436	Bter	XP_003400592.1
HILC-1528	CfloILC-08367	Cflo	XP_011253155.1
HILC-1528	HsalILC-20592	Hsal	XP_011148623.1
HILC-1528	PcanILC-06344	Pcan	XP_014603342.1
HILC-1528	PdtlILC-03268	Pdtl	PdomMRNAr1.2-04038.1
HILC-1528	NvitILC-10082	Nvit	XP_003426637.1
HILC-1529	Amh3ILC-13906	Amh3	XP_016771717.1
HILC-1529	BterILC-10299	Bter	XP_003400546.1
HILC-1529	CfloILC-22583	Cflo	XP_011264400.1
HILC-1529	HsalILC-11892	Hsal	XP_011141046.1
HILC-1529	PcanILC-12654	Pcan	XP_014612466.1
HILC-1529	PdtlILC-14716	Pdtl	PdomMRNAr1.2-03655.1
HILC-1529	NvitILC-04395	Nvit	XP_001607591.1
HILC-1530	Amh3ILC-00448	Amh3	XP_026300888.1
HILC-1530	BterILC-13981	Bter	XP_012174455.1
HILC-1530	CfloILC-18344	Cflo	XP_011261184.1
HILC-1530	HsalILC-10457	Hsal	XP_011139759.1
HILC-1530	PcanILC-12149	Pcan	XP_014611796.1
HILC-1530	PdtlILC-16998	Pdtl	PdomMRNAr1.2-10706.1
HILC-1530	NvitILC-07847	Nvit	XP_008216716.2
HILC-1531	Amh3ILC-02974	Amh3	XP_001120965.1
HILC-1531	BterILC-13782	Bter	XP_003402640.1
HILC-1531	CfloILC-04077	Cflo	XP_011269387.1
HILC-1531	HsalILC-24372	Hsal	XP_011151675.1
HILC-1531	PcanILC-04943	Pcan	XP_014601158.1
HILC-1531	PdtlILC-12081	Pdtl	PdomMRNAr1.2-08126.1
HILC-1531	NvitILC-15879	Nvit	XP_016843177.1
HILC-1532	Amh3ILC-09496	Amh3	XP_624818.1
HILC-1532	BterILC-06716	Bter	XP_003397892.1
HILC-1532	CfloILC-02828	Cflo	XP_011268267.1
HILC-1532	HsalILC-18210	Hsal	XP_011146468.1
HILC-1532	PcanILC-09561	Pcan	XP_014608286.1
HILC-1532	PdtlILC-15204	Pdtl	PdomMRNAr1.2-07178.1
HILC-1532	NvitILC-09148	Nvit	XP_001608154.1
HILC-1533	Amh3ILC-00917	Amh3	XP_623506.1
HILC-1533	BterILC-04684	Bter	XP_012165298.2
HILC-1533	CfloILC-04795	Cflo	XP_011269915.1
HILC-1533	HsalILC-07560	Hsal	XP_011137101.1
HILC-1533	PcanILC-09870	Pcan	XP_014608787.1
HILC-1533	PdtlILC-09014	Pdtl	PdomMRNAr1.2-01941.1
HILC-1533	NvitILC-02125	Nvit	XP_008208267.2
HILC-1534	Amh3ILC-11066	Amh3	XP_623372.1
HILC-1534	BterILC-04575	Bter	XP_003396242.1
HILC-1534	CfloILC-21168	Cflo	XP_011263317.1
HILC-1534	HsalILC-17281	Hsal	XP_011145762.1
HILC-1534	PcanILC-14810	Pcan	XP_014614789.1
HILC-1534	PdtlILC-15413	Pdtl	PdomMRNAr1.2-05398.1
HILC-1534	NvitILC-03079	Nvit	XP_001608274.2
HILC-1535	Amh3ILC-12622	Amh3	XP_001123319.2
HILC-1535	BterILC-09331	Bter	XP_003399719.1
HILC-1535	CfloILC-14878	Cflo	XP_011258541.1
HILC-1535	HsalILC-16610	Hsal	XP_019698529.1
HILC-1535	PcanILC-11811	Pcan	XP_014611377.1
HILC-1535	PdtlILC-07499	Pdtl	PdomMRNAr1.2-04527.1
HILC-1535	NvitILC-04335	Nvit	XP_016838048.1
HILC-1536	Amh3ILC-11127	Amh3	XP_001122178.2
HILC-1536	BterILC-05550	Bter	XP_003396494.1
HILC-1536	CfloILC-25814	Cflo	XP_011266936.1
HILC-1536	HsalILC-18162	Hsal	XP_011146416.1
HILC-1536	PcanILC-03438	Pcan	XP_014598698.1
HILC-1536	PdtlILC-07807	Pdtl	PdomMRNAr1.2-07491.1
HILC-1536	NvitILC-01563	Nvit	XP_008210844.1
HILC-1537	Amh3ILC-08202	Amh3	XP_392556.3
HILC-1537	BterILC-14995	Bter	XP_003403136.1
HILC-1537	CfloILC-08445	Cflo	XP_011253226.1
HILC-1537	HsalILC-04793	Hsal	XP_011134913.1
HILC-1537	PcanILC-12492	Pcan	XP_014612248.1
HILC-1537	PdtlILC-12496	Pdtl	PdomMRNAr1.2-07693.1
HILC-1537	NvitILC-24405	Nvit	XP_001607364.1
HILC-1538	Amh3ILC-03269	Amh3	XP_396838.2
HILC-1538	BterILC-01713	Bter	XP_003394350.1
HILC-1538	CfloILC-12501	Cflo	XP_011256767.1
HILC-1538	HsalILC-16075	Hsal	XP_011144781.1
HILC-1538	PcanILC-07949	Pcan	XP_014605806.1
HILC-1538	PdtlILC-08262	Pdtl	PdomMRNAr1.2-05189.1
HILC-1538	NvitILC-04136	Nvit	NP_001153403.1
HILC-1539	Amh3ILC-03728	Amh3	XP_001120956.3
HILC-1539	BterILC-02367	Bter	XP_012176540.1
HILC-1539	CfloILC-10141	Cflo	XP_011254562.1
HILC-1539	HsalILC-05418	Hsal	XP_011135407.1
HILC-1539	PcanILC-01545	Pcan	XP_014615198.1
HILC-1539	PdtlILC-15298	Pdtl	PdomMRNAr1.2-02864.1
HILC-1539	NvitILC-03691	Nvit	XP_001605404.2
HILC-1540	Amh3ILC-07807	Amh3	XP_003251225.1
HILC-1540	BterILC-05525	Bter	XP_020719554.1
HILC-1540	CfloILC-13237	Cflo	XP_011257351.1
HILC-1540	HsalILC-08172	Hsal	XP_011137604.2
HILC-1540	PcanILC-11903	Pcan	XP_014611483.1
HILC-1540	PdtlILC-12157	Pdtl	PdomMRNAr1.2-09740.1
HILC-1540	NvitILC-07075	Nvit	XP_016838755.1
HILC-1541	Amh3ILC-04382	Amh3	XP_006560666.1
HILC-1541	BterILC-02641	Bter	XP_012163073.1
HILC-1541	CfloILC-20022	Cflo	XP_011262459.1
HILC-1541	HsalILC-21185	Hsal	XP_011149147.1
HILC-1541	PcanILC-02643	Pcan	XP_014616818.1
HILC-1541	PdtlILC-12809	Pdtl	PdomMRNAr1.2-08274.1
HILC-1541	NvitILC-05491	Nvit	XP_008204415.1
HILC-1542	Amh3ILC-04401	Amh3	XP_624991.1
HILC-1542	BterILC-08790	Bter	XP_003399424.1
HILC-1542	CfloILC-07799	Cflo	XP_011252690.1
HILC-1542	HsalILC-25329	Hsal	XP_011152390.1
HILC-1542	PcanILC-03283	Pcan	XP_014598563.1
HILC-1542	PdtlILC-01253	Pdtl	PdomMRNAr1.2-06856.1
HILC-1542	NvitILC-09450	Nvit	XP_001601552.2
HILC-1543	Amh3ILC-14434	Amh3	XP_624435.2
HILC-1543	BterILC-11221	Bter	XP_003401540.1
HILC-1543	CfloILC-10376	Cflo	XP_011254711.1
HILC-1543	HsalILC-11522	Hsal	XP_019697399.1
HILC-1543	PcanILC-11084	Pcan	XP_014610432.1
HILC-1543	PdtlILC-16648	Pdtl	PdomMRNAr1.2-07844.1
HILC-1543	NvitILC-18329	Nvit	XP_001605225.2
HILC-1544	Amh3ILC-01173	Amh3	XP_392599.1
HILC-1544	BterILC-00286	Bter	XP_003393053.1
HILC-1544	CfloILC-12380	Cflo	XP_011256654.1
HILC-1544	HsalILC-22743	Hsal	XP_011150520.1
HILC-1544	PcanILC-03955	Pcan	XP_014599628.1
HILC-1544	PdtlILC-05700	Pdtl	PdomMRNAr1.2-00181.1
HILC-1544	NvitILC-23313	Nvit	XP_001608002.1
HILC-1545	Amh3ILC-07206	Amh3	XP_003249222.1
HILC-1545	BterILC-05707	Bter	XP_012166344.1
HILC-1545	CfloILC-12171	Cflo	XP_011256347.1
HILC-1545	HsalILC-06358	Hsal	XP_019696068.1
HILC-1545	PcanILC-02275	Pcan	XP_014616369.1
HILC-1545	PdtlILC-01118	Pdtl	PdomMRNAr1.2-05615.1
HILC-1545	NvitILC-13976	Nvit	XP_001601129.2
HILC-1546	Amh3ILC-09365	Amh3	XP_001121805.2
